id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_2-39761,Doloset-SR Tablet,source_2,True,78.0,63.96,nova indus pharmaceuticals,,,Tramadol 100mg
source_7-90606,Dolosic MR 100mg/325mg/250mg Tablet,source_7,True,88.0,85.3,zemilon biotech,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Chlorzoxazone (250mg)
source_7-90607,Dolosic P 100mg/325mg Tablet,source_7,True,38.0,36.8,zemilon biotech,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_7-90608,Dolosic P Oral Suspension,source_7,True,50.0,48.5,zemilon biotech,60.0 ml in 1 bottle,,Aceclofenac (50mg) + Paracetamol (125mg)
source_7-90609,Dolosic SP 100mg/325mg/15mg Tablet,source_7,True,91.0,88.2,zemilon biotech,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_7-90610,Dolosig Gel,source_7,True,95.0,92.1,signity pharmaceuticals pvt ltd,30.0 gm in 1 tube,,Diclofenac diethylamine (1.16% w/w) + Linseed Oil (3% w/w) + Methyl Salicylate (10% w/w) + Menthol (5% w/w)
source_1-65278,Dolosig Gel 30 gm,source_1,False,105.0,92.4,signity pharma pvt ltd,30,Tube | Gel,DICLOFENAC-1.16%W/W + LINSEED OIL-3%W/W + MENTHOL-5%W/W + METHYL SALICYLATE-10%W/W
source_2-39762,Dolosig-LP Tablet,source_2,True,100.0,82.0,signity pharmaceuticals pvt ltd,,,"Lornoxicam 8mg,Paracetamol/Acetaminophen 325mg"
source_7-90612,Dolosig MR 100mg/4mg Tablet,source_7,True,205.36,199.0,signity pharmaceuticals pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Thiocolchicoside (4mg)
source_7-90613,Dolosig SP 100mg/325mg/15mg Tablet,source_7,True,85.0,82.4,signity pharmaceuticals pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_6-75999,Dolosig Sp Strip Of 10 Tablets,source_6,True,100.0,100.0,signity pharmaceuticals pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65279,Dolosmile-RB Capsule 10's,source_1,True,115.0,101.2,migliore life sciences,10,Strip | Capsule,ACECLOFENAC-200MG + RABEPRAZOLE-20MG
source_2-39763,Dolosmile RB Tablet,source_2,True,86.0,70.52,migliore life sciences,,,"Aceclofenac 200mg,Rabeprazole 20mg"
source_7-90615,Dolosmile SP Tablet,source_7,True,69.0,66.9,migliore life sciences,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_7-90616,Dolospa Oral Suspension,source_7,True,60.0,58.2,indus life sciences pvt ltd,30.0 ml in 1 bottle,,Dicyclomine (10mg) + Simethicone (40mg)
source_2-39765,Dolospan 100mg Injection,source_2,True,21.28,17.45,emcure pharmaceuticals ltd,,,Tramadol 100mg
source_7-90618,Dolospan 20mg/100mg Tablet,source_7,True,,,emcure pharmaceuticals ltd,,,Dicyclomine (20mg) + Nimesulide (100mg)
source_2-39767,Dolospan DP 10mg/325mg/37.5mg Tablet,source_2,True,75.0,61.5,emcure pharmaceuticals ltd,,,"Domperidone 10mg,Paracetamol/Acetaminophen 325mg,T"
source_6-76000,Dolospan Dp Strip Of 10 Tablets,source_6,True,75.0,66.0,emcure pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Dicycloverine Hydrochloride
source_6-76001,Dolospan Injection 2ml,source_6,True,21.28,18.73,emcure pharmaceuticals ltd,2ml Injection,INJECTION,Tramadol(100.0 Mg)
source_6-76002,Dolospan Od Strip Of 10 Tablets,source_6,True,91.11,80.18,emcure pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Dexketoprofen(75.0 Mg)
source_2-39768,DOLOSPAN OD TABLET,source_2,True,95.0,77.9,emcure pharmaceuticals ltd,,,Dexketoprofen 75mg
source_6-76003,Dolospan P Fizz 325/37.5 Mg Tablet 15,source_6,True,155.0,136.4,emcure pharmaceuticals ltd,1000 Tablet(s) in Strip,STRIP,Paracetamol + Tramadol
source_7-90620,Dolospan P fizz Tablet,source_7,True,,,emcure pharmaceuticals ltd,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_6-76004,Dolospan P Fizz Tablet 10,source_6,True,155.0,136.4,emcure pharmaceuticals ltd,30 Tablet(s) in Strip,STRIP,Paracetamol + Tramadol
source_2-39770,Dolospan P Tablet,source_2,True,55.0,45.1,emcure pharmaceuticals ltd,,,"Paracetamol/Acetaminophen 325mg,Tramadol 37.5mg"
source_1-65280,Dolospan P Tablet 10'S,source_1,True,55.0,48.4,emcure pharma ltd renal care,10,Strip | Tablet,PARACETAMOL + TRAMADOL
source_1-65281,Dolospan Pfizz Tablet 15'S,source_1,True,155.0,136.4,emcure pharma ltd renal care,15,Strip | Tablet,ACETAMINOPHEN-325MG + TRAMADOL HYDROCHLORIDE-37.5MG
source_6-76006,Dolospan Sr Strip Of 10 Tablets,source_6,True,145.0,127.6,emcure pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Dexketoprofen
source_6-76007,Dolospan Tablets,source_6,True,72.0,63.36,emcure pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Nimesulide(100.0 Mg) + Dicycloverine / Dicyclomine(20.0 Mg)
source_2-39771,Dolospark 100mg/325mg Tablet,source_2,True,7.8,6.4,spark medicare pvt ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 325mg"
source_1-65282,Dolospark-SP 100 mg/325 mg/15 mg Tablet 10's,source_1,True,80.0,70.4,spark medicare pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_2-39772,Dolospark-SP Tablet,source_2,True,14.0,11.48,spark medicare pvt ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 325mg,"
source_6-76008,Dolospark Sp Tablets,source_6,True,80.0,70.4,spark medicare pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65283,Dolospark Tablet 10's,source_1,True,49.0,43.12,spark medicare pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_6-76009,Dolospark Tablets,source_6,True,49.0,43.12,spark medicare pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac + Paracetamol
source_1-65284,Dolospark-TH Tablet 10's,source_1,True,190.0,167.2,spark medicare pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + THIOCOLCHICOSIDE-4MG
source_7-90624,Dolospas 20mg/325mg Tablet,source_7,True,29.5,23.4,intas pharmaceuticals ltd,10.0 tablets in 1 strip,,Dicyclomine (20mg) + Paracetamol (325mg)
source_2-39773,Dolospas 20 mg/500 mg Drop,source_2,True,11.25,9.22,intas pharmaceuticals ltd,,,"Dicyclomine 20mg,Paracetamol/Acetaminophen 500mg"
source_7-90626,Dolospas 20 mg/500 mg Tablet,source_7,True,35.0,33.9,intas pharmaceuticals ltd,10.0 tablets in 1 strip,,Dicyclomine (20mg) + Paracetamol (500mg)
source_6-76010,Dolospas Drops,source_6,True,13.57,11.53,intas pharmaceuticals ltd gx,10ml Oral Drop in Bottle,BOTTLE,Dicycloverine + Paracetamol
source_7-90627,Dolospas Spas Oral Drops,source_7,True,24.0,18.99,intas pharmaceuticals ltd,10.0 ml in 1 bottle,,Dicyclomine (10mg) + Simethicone (40mg)
source_6-76011,Dolospas Tablet,source_6,True,72.0,61.2,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Dicycloverine / Dicyclomine(20.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_7-90628,Dolostan Tablet,source_7,True,19.9,19.3,stanford biotech pvt ltd,10.0 tablets in 1 strip,,Mefenamic Acid (250mg)
source_2-39776,Dolostat 100mg Tablet,source_2,True,35.0,28.7,blue cross laboratories ltd,,,Aceclofenac 100mg
source_7-90630,Dolostat 200mg Tablet SR,source_7,True,31.95,31.0,blue cross laboratories ltd,10.0 tablet sr in 1 strip,,Aceclofenac (200mg)
source_6-76013,Dolostat 200 Mg Tablet Sr 10,source_6,True,36.0,31.68,blue cross laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(200.0 Mg)
source_6-76014,Dolostat Gel 30gm,source_6,True,68.0,57.8,blue cross laboratories pvt ltd,30g Gel in Tube,TUBE,Diclofenac(1.16 %) + Methyl Salicylate(5.0 %) + Menthol(5.0 %) + Linseed Oil(3.0 %) + Capsaicin(0.025 %)
source_7-90631,Dolostat MR 100 mg/325 mg/500 mg Tablet,source_7,True,54.0,45.9,blue cross laboratories ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Chlorzoxazone (500mg)
source_6-76015,Dolostat Mr Strip Of 10 Tablets,source_6,True,54.0,47.52,blue cross laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Chlorzoxazone(500.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65286,Dolostat MR Tablet 10's,source_1,True,54.0,47.5,blue cross laboratories pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + CHLORZOXAZONE-500MG + PARACETAMOL-325MG
source_7-90632,Dolostat PC 100 mg/325 mg Tablet,source_7,True,29.5,26.1,blue cross laboratories ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_6-76016,Dolostat Pc Strip Of 10 Tablets,source_6,True,29.5,25.96,blue cross laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65287,Dolostat PC Tablet 10's,source_1,True,29.5,26.0,blue cross laboratories pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_7-90633,Dolostat Plus 100 mg/325 mg/10 mg Tablet,source_7,True,32.0,31.0,blue cross laboratories ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Rabeprazole (10mg)
source_6-76017,Dolostat Plus Gel,source_6,True,80.0,80.0,blue cross laboratories pvt ltd,30g Gel in Tube,TUBE,Capsaicin + Diclofenac + Linseed Oil + Menthol + Methyl Salcylate
source_7-90634,Dolostat Plus R Capsule SR,source_7,True,65.0,63.0,blue cross laboratories ltd,10.0 capsule sr in 1 strip,,Aceclofenac (200mg) + Rabeprazole (20mg)
source_6-76018,Dolostat Plus R Strip Of 10 Capsules,source_6,True,78.0,68.64,blue cross laboratories pvt ltd,10 Capsule(s) in Strip,STRIP,Rabeprazole(20.0 Mg) + Aceclofenac(200.0 Mg)
source_6-76019,Dolostat Plus Tablets,source_6,True,82.99,73.03,blue cross laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac + Paracetamol + Rabeprazole
source_7-90635,Dolostat R 200mg/20mg Capsule,source_7,True,71.0,70.2,blue cross laboratories ltd,10.0 capsules in 1 strip,,Aceclofenac (200mg) + Rabeprazole (20mg)
source_1-65288,DOLOSTAT R CAPSULE 10'S,source_1,True,78.0,68.6,blue cross laboratories pvt ltd,10,Strip | Capsule,ACECLOFENAC-200MG + RABEPRAZOLE-20MG
source_6-76020,Dolostat R Strip Of 10 Capsules,source_6,True,71.0,71.0,blue cross laboratories pvt ltd,10 Capsule(s) in Strip,STRIP,Rabeprazole(20.0 Mg) + Aceclofenac(200.0 Mg)
source_6-76021,Dolostat Sp Strip Of 10 Tablets,source_6,True,54.0,47.52,blue cross laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_2-39782,Dolostat SP Tablet,source_2,True,39.0,31.98,blue cross laboratories ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 500mg,"
source_1-65289,Dolostat-SP Tablet 10's,source_1,True,54.0,47.5,blue cross laboratories pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_1-65290,Dolosun Tablet,source_1,True,18.0,15.84,sun life sciences pvt ltd,10,Strip | Tablet,CAFFEINE-25MG + PARACETAMOL-325MG
source_7-90637,Dolosure 100mg Tablet SR,source_7,True,49.0,47.5,amwin pharmaceuticals,10.0 tablet sr in 1 strip,,Diclofenac (100mg)
source_7-90638,Dolosure AQ 75mg Injection,source_7,True,17.4,16.9,amwin pharmaceuticals,30.0 ml in 1 vial,,Diclofenac (75mg/ml)
source_2-39785,Dolosure-DT Tablet,source_2,True,32.0,26.24,growmax medicare pvt ltd,,,Piroxicam 20mg
source_6-76022,Doloswift 2mg Injection 2ml,source_6,True,14.0,12.32,ind swift laboratories ltd,2ml Injection,INJECTION,Piroxicam
source_7-90640,Doloswift 20mg Capsule,source_7,True,4.68,4.5,ind swift laboratories ltd,10.0 capsules in 1 strip,,Piroxicam (20mg)
source_6-76023,Doloswift 20mg Capsules,source_6,True,279.0,245.52,ind swift laboratories ltd,10 Capsule(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_2-39787,Doloswift 20mg Injection,source_2,True,14.2,11.64,ind swift laboratories ltd,,,Piroxicam 20mg
source_7-90642,Doloswift 20mg Tablet DT,source_7,True,3.75,3.6,ind swift laboratories ltd,10.0 tablet dt in 1 strip,,Piroxicam (20mg)
source_7-90643,Doloswift 50mg Tablet,source_7,True,,,cell salve pharmaceuticals,,,Tapentadol (50mg)
source_1-65292,Doloswift 50 Tablet 10's,source_1,True,279.0,245.5,cell salve pharmaceutical,10,Strip | Tablet,TAPENTADOL-50MG
source_6-76024,Doloswift Dt 20mg Tablet,source_6,True,35.0,30.8,ind swift laboratories ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_1-65293,Doloswin 650mg Tablet,source_1,True,18.75,16.5,indmark biotech pvt ltd,10,Strip | Tablet,PARACETAMOL-650MG
source_7-90645,Dolosys MR 100mg/325mg/250mg Tablet,source_7,True,80.0,77.6,curelife pharmaceuticals,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Chlorzoxazone (250mg)
source_7-90646,Dolotej-Aqua Injection,source_7,True,31.0,30.1,oxyzeal pharmaceuticals pvt ltd,1.0 ml in 1 ampoule,,Diclofenac (75mg)
source_1-65294,Doloten 20mg Injection,source_1,True,25.0,22.0,tuttsan pharma pvt ltd,2,Vial | Injection,PIROXICAM-20MG
source_7-90648,Dolotez Gel,source_7,True,99.0,96.0,oxyzeal pharmaceuticals pvt ltd,30.0 gm in 1 tube,,Diclofenac (1.16% w/w) + Capsaicin (0.01% w/w) + Methyl Salicylate (10% w/w) + Menthol (5% w/w) + Linseed Oil (3% w/w)
source_6-76025,Dolotop Cream 15gm,source_6,True,24.0,21.12,commonwealth pharmaceuticals,15g Cream in Tube,TUBE,Capsicum Oleoresin + Menthol + Methyl Salcylate + Piroxicam
source_6-76026,Dolotop Cream 5gm,source_6,True,19.0,16.72,commonwealth pharmaceuticals,5g Cream in Tube,TUBE,Capsicum Oleoresin + Menthol + Methyl Salcylate + Piroxicam
source_6-76027,Dolotrag P Tablets,source_6,True,,,agron remedies,10 Tablet(s) in Strip,STRIP,Paracetamol + Tramadol
source_2-39790,Dolotram 100mg Injection,source_2,True,24.75,20.3,sun pharmaceutical industries ltd,,,Tramadol 100mg
source_6-76028,Dolotram 100mg Injection 2ml,source_6,True,24.75,21.78,ranbaxy laboratories sun pharma,2ml Injection,INJECTION,Tramadol(100.0 Mg)
source_2-39791,Dolotram 50mg Capsule,source_2,True,58.28,47.79,sun pharmaceutical industries ltd,,,Tramadol 50mg
source_6-76029,Dolotram 50mg Capsules,source_6,True,57.0,50.16,ranbaxy laboratories sun pharma,10 Capsule(s) in Strip,STRIP,Tramadol(50.0 Mg)
source_2-39792,Dolotram 50mg Injection,source_2,True,14.52,11.91,sun pharmaceutical industries ltd,,,Tramadol 50mg
source_6-76030,Dolotram 50mg Injection 1ml,source_6,True,14.52,12.78,ranbaxy laboratories sun pharma,1ml Injection,INJECTION,Tramadol(50.0 Mg)
source_7-90649,Dolotrap 37.5mg/325mg Tablet,source_7,True,,,integra life sciences pvt ltd,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_1-65295,Dolotrap Tablet 10's,source_1,True,80.0,70.4,integral lifesciences,10,Strip | Tablet,PARACETAMOL-325MG + TRAMADOL-37.5MG
source_2-39794,Dolotrol 100mg Tablet SR,source_2,True,109.0,89.38,pulse pharmaceuticals,,,Tramadol 100mg
source_7-90651,Dolotrol 50mg Tablet,source_7,True,,,pulse pharmaceuticals,,,Tramadol (50mg)
source_7-90652,Dolotus Aqua 75mg Injection,source_7,True,,,aptus pharma pvt ltd,,,Diclofenac (75mg)
source_6-76031,Dolotus Aqua 75 Mg Injection 1 Ml,source_6,True,15.35,13.51,aptus pharma pvt ltd,1ml Injection in Vial,VIAL,Diclofenac(75.0 Mg)
source_7-90653,Dolotus P Syrup,source_7,False,,39.9,aptus pharma pvt ltd,60.0 ml in 1 bottle,,Paracetamol (250mg/5ml)
source_7-90654,Dolotus P Tablet,source_7,True,38.9,37.7,aptus pharma pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (500mg)
source_1-65296,Dolotus-P Tablet 10's,source_1,True,49.0,43.1,aptus pharma pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_6-76032,Dolotus Sf Syrup 100 Ml,source_6,True,113.0,99.44,micro labs,100ml Syrup in Bottle,BOTTLE,Levocloperastine Fendizoate(20.0 Mg)
source_7-90655,Dolotus SP Tablet,source_7,True,,63.9,aptus pharma pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_6-76033,Dolotuss Sf Bottle Of 100ml Suspension,source_6,True,123.0,108.24,micro labs,100ml Suspension in Bottle,BOTTLE,Levocloperastine Fendizoate(20.0 Mg/5ml)
source_1-65297,Dolotuss SF Oral Suspension 100 ml,source_1,True,134.0,117.9,micro labs ltd,100,Bottle | Oral Suspension,LEVOCLOPERASTINE FENDIZOATE-20MG
source_7-90656,Dolotuss SF Oral Suspension Sugar Free,source_7,True,134.0,107.1,micro labs ltd,100.0 ml in 1 bottle,,Levocloperastine (20mg/5ml)
source_6-76034,Dolotuss Sugar Free Bottle Of 100ml Suspension,source_6,True,113.0,100.57,micro labs,100ml Suspension in Bottle,BOTTLE,Levocloperastine Fendizoate(20.0 Mg)
source_2-39800,Dolotuss Suspension,source_2,True,92.0,75.44,micro labs ltd,,,Levocloperastine 20mg/5ml
source_1-65298,Dolour 100mg Tablet,source_1,True,39.0,34.32,saviour health care,10,Strip | Tablet,ACECLOFENAC-100MG
source_6-76035,Dolour 100mg Tablets,source_6,True,104.0,91.52,savior lifesciences,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg)
source_6-76036,Dolour X Tablets,source_6,True,53.0,46.64,,10 Tablet(s) in Strip,STRIP,Aceclofenac + Paracetamol
source_2-39801,Dolout P 325 mg/37.5 mg Tablet,source_2,True,38.46,31.54,ttk healthcare ltd,,,"Paracetamol/Acetaminophen 325mg,Tramadol 37.5mg"
source_7-90658,Dolout P 37.5mg/325mg Tablet,source_7,True,,,ttk healthcare ltd,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_6-76037,Dolout P Tablets,source_6,True,40.0,35.2,ttk healthcare ltd,10 Tablet(s) in Strip,STRIP,Tramadol(37.5 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90659,Doloval 10mg Tablet,source_7,True,,,elder pharmaceuticals ltd,,,Valdecoxib (10mg)
source_6-76038,Doloval 10 Mg Tablet 10,source_6,True,29.0,25.52,elder pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Valdecoxib(10.0 Mg)
source_7-90660,Dolovay 50 Injection,source_7,True,120.0,116.0,anevay pharmaceuticals pvt ltd,1.0 ml in 1 vial,,Nandrolone Decanoate (50mg)
source_2-39802,Dolovent 20mg Tablet DT,source_2,True,68.0,55.76,univentis medicare ltd,,,Piroxicam 20mg
source_1-65300,Dolovera Gel 30gm,source_1,False,99.5,87.6,adinos,30,Tube | Gel,ALOE VERA-2%W/W + DICLOFENAC SODIUM-1%W/W + MENTHOL-5%W/W + METHYL SALICYLATE-15%W/W
source_6-76039,Dolovera Tube Of 30gm Gel,source_6,False,98.5,86.68,denzai innovations & therapeutics pvt ltd,30g Gel in Tube,TUBE,Diclofenac(1.16 %W/W) + Menthol(5.0 %W/W) + Methyl Salicylate(15.0 %W/W) + Aloe Vera(2.0 %W/W)
source_6-76040,Dolovij Oint,source_6,True,,,agron remedies,30g Ointment in Tube,TUBE,Diclofenac + Linseed Oil + Menthol + Methyl Salicylate
source_6-76041,Dolovis R 200/20 Mg Capsule 10,source_6,True,65.0,65.0,inovis healthcare pvt ltd,10 Capsule(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Rabeprazole(20.0 Mg)
source_6-76042,Dolovis Sp 100/325/15 Mg Tablet 10,source_6,True,108.0,108.0,inovis healthcare pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90661,Dolovist-PG Tablet SR,source_7,True,199.0,193.0,lifevista biotech,10.0 tablet sr in 1 strip,,Aceclofenac (200mg) + Pregabalin (75mg)
source_7-90662,Dolovist-SP Tablet,source_7,True,80.0,77.6,lifevista biotech,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_6-76043,Doloviz Drops 5ml,source_6,False,15.5,13.64,ochoa laboratiories ltd,5ml Eye Drop in Bottle,BOTTLE,
source_1-65301,Dolowalk 50mg/500mg Tablet,source_1,True,32.0,28.16,invision medi sciences pvt ltd,10,Strip | Tablet,DICLOFENAC-50MG + PARACETAMOL-500MG
source_6-76044,Dolowalk Gel,source_6,False,77.0,67.76,invision medi sciences pvt ltd,30g Gel in Tube,TUBE,Benzyl Alcohol + Diclofenac Diethylamine + Menthol + Methyl Salicylate + Oleum
source_6-76045,Dolowalk Injection 3ml,source_6,True,7.0,6.16,invision medi sciences pvt ltd,3ml Injection,INJECTION,Diclofenac Sodium
source_6-76046,Dolowalk Mr Tablets,source_6,True,35.0,30.8,invision medi sciences pvt ltd,10 Tablet(s) in Strip,STRIP,Chlorzoxazone + Diclofenac Sodium + Paracetamol
source_6-76047,Dolowalk S Tablets,source_6,True,162.3,142.82,invision medi sciences pvt ltd,10 Tablet(s) in Strip,STRIP,Diclofenac Potassium + Serratiopeptidase
source_6-76048,Dolowalk Tablets,source_6,True,,,invision medi sciences pvt ltd,10 Tablet(s) in Strip,STRIP,Diclofenac Sodium + Paracetamol
source_6-76049,Dolowell Gel 30gm,source_6,False,85.0,85.0,uniwell medicare pvt ltd,30g Gel in Tube,TUBE,Methyl Salicylate(10.0 %W/W) + Linseed Oil(3.0 %W/W) + Diclofen Diethylamine(1.16 %W/W) + Menthol(5.0 %W/W)
source_1-65302,Dolowell Gel 30 gm,source_1,False,85.0,74.8,uniwell medicare pvt ltd,30,Tube | Gel,DICLOFENAC-1%W/W + LINSEED OIL-3%W/W + MENTHOL-5%W/W + METHYL SALICYLATE-10%W/W
source_7-90664,Dolowell SP 100mg/325mg/15mg Tablet,source_7,True,92.0,89.2,uniwell medicare pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_1-65303,"Dolowhite Emulsion, 100 ml",source_1,False,285.0,285.0,dr. jrk s research and pharmaceuticals pvt ltd,100,Bottle | Liquid,
source_1-65304,Dolowhite Emulsion 50 ml,source_1,False,165.0,145.2,dr. jrk's research and pharmaceuticals pvt ltd,50,Bottle | Emulsion,
source_6-76050,Dolowin 100mg Strip Of 10 Tablets,source_6,True,60.0,60.0,micro labs,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg)
source_1-65305,Dolowin 100 mg Tablet 10's,source_1,True,60.0,52.8,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-100MG
source_6-76051,Dolowin Forte Strip Of 10 Tablets,source_6,True,162.0,150.66,micro labs,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_2-39803,Dolowin Forte Tablet,source_2,True,125.0,102.5,micro labs ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 500mg,"
source_1-65306,Dolowin Forte Tablet 10's,source_1,True,162.0,142.6,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_6-76052,Dolowin Gel,source_6,False,122.0,122.0,micro labs,30g Gel in Tube,TUBE,Methyl Salicylate(10.0 %) + Menthol(5.0 %) + Capsaicin(0.025 %) + Linseed Oil(3.0 %)
source_1-65307,Dolowin Gel 30 gm,source_1,True,122.0,107.4,micro labs ltd,30,Tube | Gel,CAPSAICIN-0.025%W/W + DICLOFENAC DIETHYLAMINE-1.16%W/W + MENTHOL-5%W/W + METHYL SALICYLATE-10%W/W + VIRGIN LINSEED OIL-3%W/W
source_6-76053,Dolowin Injection,source_6,True,5.0,4.4,micro labs,1ml Injection,INJECTION,Aceclofenac(150.0 Mg)
source_6-76054,Dolowin Mr Strip Of 10 Tablets,source_6,True,106.0,93.28,micro labs,10 Tablet(s) in Strip,STRIP,Chlorzoxazone(250.0 Mg) + Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90667,Dolowin-MR Tablet,source_7,True,106.0,84.6,micro labs ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Chlorzoxazone (250mg)
source_1-65308,Dolowin MR Tablet 10's,source_1,True,106.0,93.3,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-100MG + CHLORZOXAZONE-250MG + PARACETAMOL-500MG
source_1-65309,Dolowin Nano Gel 30 gm,source_1,False,122.0,107.4,micro labs ltd,30,Tube | Gel,CAPSAICIN-0.025%W/W + DICLOFENAC-1%W/W + MENTHOL-5%W/W + METHYL SALICYLATE-10%W/W + VIRGIN LINSEED OIL-3%W/W
source_2-39806,Dolowin Old Tablet,source_2,True,25.47,20.89,micro labs ltd,,,Pentazocine NA
source_6-76055,Dolowin Old Tablet 10,source_6,True,25.47,22.41,micro labs,10 Tablet(s) in Strip,STRIP,Pentazocine
source_6-76056,Dolowin Plus Strip Of 10 Tablets,source_6,True,82.0,72.16,micro labs,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_3-2161,DOLOWIN PLUS TAB 1X10,source_3,True,82.0,69.7,micro labs ltd,10,Strip,ACECLOFENAC 100 MG+PARACETAMOL/ACETAMINOPHEN 500 MG
source_7-90668,Dolowin-Plus Tablet,source_7,True,82.0,69.3,micro labs ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_1-65310,Dolowin Plus Tablet 10's,source_1,True,82.0,72.2,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
